Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Chad,TCD,"Population, total",SP.POP.TOTL,8512093,8804124,9116192,9487833,9920036,10328092,10706424,11081660,11476296,11893754,12312575,12754997,13210998,13691079,14188678,14647621,15114655,15622759,16156531,16685223,17224679,17828273,18455316,19319064,20299123
Channel Islands,CHI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,67617.8205403696,64722.9832990297,65006.4871287216,60861.9006460501,60780.669022098,61892.8083445708,61847.8212238857,62434.1859444218,63393.3938698644,63859.9826096615,64594.5213908684,58636.7036143365,64267.6930018122,67508.9385276664,69818.1528119104,..
Channel Islands,CHI,"Population, total",SP.POP.TOTL,148110,148850,149881,150960,152039,153126,154214,155309,156408,157511,158621,159706,160767,161777,162726,163454,163883,164319,164949,165639,166235,166741,167215,167691,168126
Chile,CHL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8465.35303258864,8632.0148244056,8810.69052712257,9130.7842621819,9642.37478651228,10104.4208391373,10611.6144012877,11051.3450717678,11356.0922105983,11116.4093443103,11649.2897090856,12252.8441074615,12882.834417927,13182.7329619856,13285.9540361192,13433.9202987032,13505.097711133,13473.3458532934,13763.0068844795,13630.5935435578,12679.024004022,14051.4713630677,14283.1489501524,14280.3475638842,14579.4001071307
Chile,CHL,"Population, total",SP.POP.TOTL,15503635,15683849,15857925,16024752,16187322,16348778,16509195,16671581,16838988,17009731,17181464,17351816,17519119,17687006,17864195,18047625,18267221,18558868,18893191,19197744,19370624,19456334,19553036,19658835,19764771
China,CHN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2237.44298500334,2405.89396743215,2610.72960252379,2857.0373538115,3127.86276523632,3465.81734409951,3883.35412942474,4409.75700836878,4811.47471804961,5237.76666540352,5764.86534987407,6275.90956436258,6723.19443752823,7198.06876478162,7686.57792954381,8175.33285077393,8679.37704460133,9221.51403820573,9798.6528523316,10356.4804194995,10573.6420059282,11469.5707134928,11830.5983703496,12484.1578844175,13121.6769905565
China,CHN,"Population, total",SP.POP.TOTL,1262645000,1271850000,1280400000,1288400000,1296075000,1303720000,1311020000,1317885000,1324655000,1331260000,1337705000,1345035000,1354190000,1363240000,1371860000,1379860000,1387790000,1396215000,1402760000,1407745000,1411100000,1412360000,1412175000,1410710000,1408975000
Colombia,COL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4016.80951748167,4020.50789754842,4058.28493578738,4154.17528523618,4311.91591255233,4457.27537460443,4694.03442939175,4947.25260813108,5048.57187245249,5046.97121757727,5214.24547620131,5517.1011086899,5675.75617978305,5910.80592301166,6121.83982019825,6248.51490534512,6316.07067782542,6309.67745292518,6353.5464285392,6439.96359812647,5891.95523215403,6457.16921807086,6856.72590505374,6828.59753791113,6863.59563194342
Colombia,COL,"Population, total",SP.POP.TOTL,39089934,39709262,40324680,40937429,41543171,42128977,42691084,43235374,43758808,44271541,44777319,45259614,45715810,46151584,46565429,46969940,47437512,48131078,49024465,49907985,50629997,51188173,51737944,52321152,52886363
Comoros,COM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1150.82840106354,1188.50107049357,1217.11501559943,1216.98036712949,1231.14746798849,1274.6143662974,1227.24636392125,1212.69629084896,1235.97247187374,1250.90035344227,1272.60650664705,1299.11099021922,1313.5812493744,1343.5451171047,1342.32802421364,1329.37048235986,1345.62555739306,1369.41038262485,1391.84620461012,1389.36430643805,1359.70624686714,1359.76242021159,1368.3741885336,1382.51308503106,1401.88898411553
Comoros,COM,"Population, total",SP.POP.TOTL,536080,547220,558923,569798,580704,592677,604753,616927,629307,641947,654836,668056,681630,696192,711503,726682,741741,756669,771590,786578,802163,818174,834188,850387,866628
"Congo, Dem. Rep.",COD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,339.52682222392,322.033920024307,321.547848190451,329.709536540469,341.714925751419,351.708486411683,358.454382275579,377.437143095814,393.331182464822,383.515898271062,400.619567973092,417.130434045991,438.406058243633,464.526715460494,481.830241883776,495.826633014883,480.461377880475,482.854682128541,495.312105711027,482.524295129472,470.852950000929,485.160805929784,513.512704372167,539.45912637913,554.244129980766
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,50507442,52132646,53750524,55343867,56997741,58775724,60615908,62477752,64390664,66412044,68563038,70849311,73254618,75789395,78403242,81035531,83956415,87083398,90047644,92947442,95989998,99148932,102396968,105789731,109276265
"Congo, Rep.",COG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2057.01922023551,2056.16505922617,2100.16876714574,2058.88683675038,2058.88402946896,2140.03686200251,2226.0233547376,2004.10103961966,2061.55829880574,2211.31572382028,2332.28508055953,2307.49384399715,2467.06102906839,2390.65754938662,2488.68118548992,2439.35189403696,2174.19310251224,2003.27121075187,1909.9560382117,1885.51080877731,1725.51040049963,1701.79060456872,1686.00234391385,1677.08549205924,1679.58061097707
"Congo, Rep.",COG,"Population, total",SP.POP.TOTL,3151345,3272537,3350771,3445753,3565554,3696393,3837409,3980430,4113517,4281219,4462290,4609724,4740450,4857099,4975880,5097581,5222536,5351011,5483118,5616661,5752791,5892183,6035104,6182885,6332961
Costa Rica,CRI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,7726.51985682031,7854.2339580182,7989.55926102157,8207.45746763047,8445.52914945791,8655.33965418585,9160.29437453236,9779.51149389818,10104.9092039691,9883.67567046297,10285.0856660419,10612.4694861141,11001.5192856576,11151.1437869768,11422.6735793176,11714.7105980732,12084.4351325634,12468.5654531709,12679.5253643016,12877.650101079,12242.2098908533,13146.6927918465,13686.1614090822,14318.8389652137,14866.5823676109
Costa Rica,CRI,"Population, total",SP.POP.TOTL,3937739,4008947,4075705,4138784,4200078,4261240,4321340,4380248,4440056,4499791,4555962,4609833,4663934,4716147,4767119,4818038,4866998,4913177,4957818,4999553,5034320,5059988,5081765,5105525,5129910
Cote d'Ivoire,CIV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1717.95385651231,1636.57318705218,1551.27925902838,1441.58801755037,1451.86547141894,1431.73320203111,1437.77453798586,1420.1738958245,1454.62731800082,1473.9183699329,1540.52927270246,1426.46463864534,1503.43433046682,1632.32712787006,1742.53693001178,1814.71855088017,1889.27777949938,1972.81431788947,2013.32307598499,2093.09994335779,2055.08483996432,2146.47635317946,2227.09845246984,2315.38147441648,2395.67689089222
Cote d'Ivoire,CIV,"Population, total",SP.POP.TOTL,17699004,18178913,18654771,19125542,19595000,20068458,20546802,21030558,21514439,21997940,22488065,22982000,23467078,23939775,24527395,25246342,25989405,26733372,27464173,28193009,28915449,29639736,30395002,31165654,31934230
Croatia,HRV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8880.26980689876,9515.73569793698,10062.0396800621,10619.3078243865,11059.0980614364,11522.7905248265,12104.0421469867,12717.9875997872,12970.4376964616,12099.5521781656,11965.0049285028,11993.0713179162,11780.4742767284,11838.2152450357,11862.7609491821,12283.7840620053,12848.419539107,13485.3012514274,14060.9874833125,14641.663970693,13545.4881162417,15395.1287782758,16618.1111874724,17225.154484029,17854.2091012685
Croatia,HRV,"Population, total",SP.POP.TOTL,4468302,4299642,4302174,4303399,4304600,4310145,4311159,4310217,4309705,4305181,4295427,4280622,4260368,4233922,4201598,4151725,4106867,4041407,3988775,3949390,3914206,3878981,3855641,3859686,3866200
Cuba,CUB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4112.26168350671,4229.90309433356,4277.39565642359,4426.96599591833,4670.18802138025,5182.35283601732,5799.41163668615,6215.76603727772,6469.08507847668,6561.25305093006,6716.49048497058,6902.16397571139,7109.24834185635,7307.82004410741,7392.48324633027,7727.91997207998,7774.0698462623,7927.27769431767,8120.43123558256,8124.75282059108,7252.28811179844,7379.04275283674,7552.33152218842,7433.42885399674,7381.39774048869
Cuba,CUB,"Population, total",SP.POP.TOTL,11109109,11144132,11177418,11209383,11238756,11262554,11278550,11287272,11291762,11294719,11297409,11301571,11303175,11298167,11285775,11275065,11265612,11247829,11227118,11202846,11176354,11122168,11059820,11019931,10979783
Curacao,CUW,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,21523.645846078,22171.0654932071,22231.8792561824,21840.8912647914,21512.1115522523,21112.3218717015,20913.6629896021,21011.1570121301,21202.4304610307,20952.8997952543,20706.437408421,20518.0985782641,20277.5112566223,19921.4771792975,19529.5285930905,19361.8129630226,18953.0538552203,18651.4796966993,18355.1765793615,17980.5297947929,14849.9696941839,15625.4114231051,16772.8147195764,17326.9646862721,18044.7751865648
Curacao,CUW,"Population, total",SP.POP.TOTL,133860,129047,129205,131897,134192,137658,141239,144056,145880,146833,148703,150831,152088,153822,155909,157980,159664,160175,159336,157441,155482,153948,153321,154654,155967
Cyprus,CYP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,22383.96484375,23019.25,23604.189453125,23930.783203125,24799.6484375,25631.3671875,26395.50390625,27156.818359375,27449.2265625,26183.685546875,26090.048828125,25538.78125,24285.49609375,22711.71875,22373.578125,23088.44140625,24477.986328125,25666.00390625,26962.40625,28167.16015625,26895.68359375,29517.072265625,31370.55078125,31884.84375,32617.216796875
Cyprus,CYP,"Population, total",SP.POP.TOTL,947667,964127,981440,999590,1017875,1036151,1054418,1072714,1091026,1109371,1127816,1146493,1165397,1183895,1201801,1219502,1237112,1254275,1270737,1286671,1302247,1317309,1331370,1344976,1358282
Czechia,CZE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,12543.9364342367,12958.4667607533,13179.9878092741,13618.9349633164,14259.63342798,15147.7214417611,16107.3042502688,16892.542854974,17190.6470333289,16272.8084766719,16665.9317825137,16926.2846674435,16772.3539223328,16759.7808635642,17118.0425571578,17931.5987670768,18359.0978103904,19257.6930680911,19736.6295261285,20360.0599221814,19233.1469549829,20373.8783043424,20627.348651011,20272.5874017334,20445.432830127
Czechia,CZE,"Population, total",SP.POP.TOTL,10255063,10216605,10196916,10193998,10197101,10211216,10238905,10298828,10384603,10443936,10474410,10496088,10510785,10514272,10525347,10546059,10566332,10594438,10629928,10671870,10697858,10505772,10672118,10864042,10905028
Denmark,DNK,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,49266.9882757886,49557.1509962227,49624.5965359582,49708.0909084109,50956.3045398814,52015.1841169021,53823.1590295482,54113.9771471341,53572.5346568185,50635.9118061988,51209.4492757775,51667.5313210425,51470.689845427,51970.3909324806,52368.3625969272,53094.0133607574,54300.2039621991,55601.0145717787,56355.0733084714,57114.6227336347,55934.5555945523,59312.8158043771,59108.7449374068,59026.9843650999,60772.8624276041
Denmark,DNK,"Population, total",SP.POP.TOTL,5339616,5358783,5375931,5390574,5404523,5419432,5437272,5461438,5493621,5523095,5547683,5570572,5591572,5614932,5643475,5683483,5728010,5764980,5793636,5814422,5831404,5856733,5903037,5946952,5976992
Djibouti,DJI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,2140.13769442336,2253.14082249768,2376.12554719873,2502.85181449431,2596.45134698268,2677.1650334451,2781.94350113484,2773.40661780097,2854.15987035097,2959.78673011268,3117.8155381531,3290.42482052598
Djibouti,DJI,"Population, total",SP.POP.TOTL,747318,771313,795574,813519,826124,839167,855764,874528,892734,911527,930251,948558,966747,984824,1002717,1020313,1037653,1054841,1071882,1088709,1105188,1121248,1137096,1152944,1168722
Dominica,DMA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6879.59737273918,6897.65674086518,6676.97271467957,7047.66189595946,7323.8530008275,7381.74728529453,7698.53701483824,8106.18951878325,8682.57378179773,8582.71481435718,8574.27308682238,8553.8384670104,8532.34388117289,8459.6586988024,8576.26367623609,8282.59874702141,8499.52291903149,7985.6341102129,8261.16492553236,8624.51695993537,7302.94454951254,7738.31730070386,8590.92209069816,8946.98822588042,9172.71049624795
Dominica,DMA,"Population, total",SP.POP.TOTL,68511,68288,68367,68531,68649,68734,68806,68847,68854,68864,68859,69053,69118,69715,70373,70410,69606,68496,68174,67880,67573,67202,66826,66510,66205
Dominican Republic,DOM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4123.10573163115,4158.98430282429,4280.80182397408,4162.66686117661,4212.01044121773,4549.24957008857,4904.71715839398,5204.78500652254,5308.92664966814,5294.64953374426,5666.45633430206,5773.57403459156,5860.29893321013,6075.03399972737,6430.27811051339,6800.95309395474,7177.75376475488,7379.39978067137,7818.70593240469,8117.04639185786,7395.8734262396,8344.90510312395,8698.13592094395,8809.96335385949,9168.45418897141
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,8584190,8720283,8852235,8980620,9104892,9225034,9341183,9455658,9573130,9695265,9820175,9945621,10070411,10193833,10315528,10434829,10551430,10666843,10782053,10894043,11008300,11123476,11230734,11331265,11427557
Ecuador,ECU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3953.39879728357,4049.0001889951,4174.89793579965,4220.21298466638,4430.23717984188,4589.32849203452,4706.98056823816,4715.30359842555,4939.90215021789,4909.33681705683,5022.20374387205,5359.45724615639,5579.85624282158,5893.32172683036,6055.04172761485,5976.1596805651,5849.13587933672,6104.27253521751,6063.0956178776,5971.38938386723,5355.68934196443,5815.09477390949,6107.49495006543,6174.81822806637,5999.39391066593
Ecuador,ECU,"Population, total",SP.POP.TOTL,12689206,12910740,13138472,13372306,13608701,13846163,14086131,14328773,14575202,14825954,15076695,15326227,15572194,15807128,16035124,16266225,16505139,16759519,17049547,17340021,17546065,17682454,17823897,17980083,18135478
"Egypt, Arab Rep.",EGY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2458.60835003016,2492.03441188721,2498.48121191713,2524.80477192682,2574.42341789124,2635.70305227819,2761.62410769792,2902.06559804963,3052.21297844721,3135.09661303014,3233.84521246786,3222.37650111856,3220.99194203067,3216.3783902629,3235.66246235257,3306.98159414141,3381.22246306207,3452.90961245539,3568.63966286161,3701.2446345188,3770.86947867421,3837.31992324447,4029.78295457978,4111.3118478995,4137.60929232898
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,73083284,74652029,76239137,77853548,79477443,81101004,82700403,84276225,85864789,87501636,89196072,91093059,93161001,95333553,97528654,99597342,101644589,103696057,105682094,107553158,109315124,110957008,112618250,114535772,116538258
El Salvador,SLV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2964.89346881406,2978.59734844669,3016.06307728602,3057.16467629097,3081.23629665234,3163.36118376833,3302.34817354347,3359.1623024135,3420.44927357444,3337.81150878211,3398.49346060363,3514.069144355,3601.44222914588,3665.1547327058,3713.94992016222,3790.34089108162,3875.84691357954,3954.84014277572,4046.16291720583,4143.11437097867,3808.53195436409,4247.54750394978,4355.96083888359,4489.17787712717,4585.22599757795
El Salvador,SLV,"Population, total",SP.POP.TOTL,5943366,5968060,5986631,5998599,6004671,6005578,6002319,6009824,6029297,6048279,6068249,6090127,6113975,6138839,6162955,6183676,6200800,6213533,6219807,6222318,6234673,6255782,6280319,6309624,6338193
Equatorial Guinea,GNQ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3839.08642737128,5882.85050306586,6604.00546310809,7082.65489186921,9208.60566707162,10212.4545051498,10521.9996774827,11594.9172068456,13048.0703050168,12627.862381545,10984.3243932426,11203.9073679091,11650.7196270884,10731.6455729191,10363.4872473549,9068.91003238645,7971.83401904573,7259.10936454803,6578.90039765711,6018.12066321865,5575.26241511492,5487.92479201992,5524.24312418579,5118.21986148331,5041.94038551173
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,703279,749836,797957,847862,899917,947367,990343,1036044,1084530,1135673,1189085,1241835,1293483,1346218,1399828,1453923,1508186,1562396,1616422,1670177,1716468,1758786,1803545,1847549,1892516
Eritrea,ERI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,845.132430060544,893.268735439193,889.009113592982,830.379672282601,808.591420184592,809.794793468889,789.402432018085,789.072701743247,693.398874212494,702.430936480778,703.877374381654,751.374899794668,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Population, total",SP.POP.TOTL,2247031,2312079,2392978,2493903,2598284,2661215,2703502,2743222,2816327,2887885,2945186,2998485,3036988,3074360,3095173,3105546,3124698,3150347,3192760,3240194,3291271,3350183,3409447,3470390,3535603
